timestamp,plant_id,plant_name,process,load_kw,flexible_share,price_eur_mwh,carbon_g_kwh,temperature_c,production_index
2026-01-06 11:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5803.898,0.22,37.502,211.066,0.181,0.98
2026-01-06 11:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5669.2,0.22,32.028,227.006,0.207,0.98
2026-01-06 11:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5766.92,0.22,40.899,208.801,0.865,0.98
2026-01-06 12:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5575.964,0.22,36.034,211.091,1.787,0.98
2026-01-06 12:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5804.494,0.22,37.273,206.434,2.024,0.98
2026-01-06 12:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5631.015,0.22,36.334,234.6,0.617,0.98
2026-01-06 12:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5536.422,0.22,38.273,228.646,1.843,0.98
2026-01-06 13:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5545.216,0.22,43.366,231.225,3.549,0.98
2026-01-06 13:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5309.467,0.22,40.215,242.745,3.08,0.98
2026-01-06 13:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5249.711,0.22,39.664,266.269,2.355,0.98
2026-01-06 13:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5357.382,0.22,37.102,217.707,5.322,0.98
2026-01-06 14:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4881.088,0.22,35.738,236.058,3.98,0.88
2026-01-06 14:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4839.18,0.22,41.936,245.26,4.596,0.88
2026-01-06 14:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5056.054,0.22,45.373,251.244,4.932,0.88
2026-01-06 14:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5004.986,0.22,54.634,258.406,4.718,0.88
2026-01-06 15:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4765.973,0.22,50.326,278.712,4.785,0.88
2026-01-06 15:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4786.99,0.22,56.244,279.748,7.092,0.88
2026-01-06 15:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4763.79,0.22,53.077,311.431,6.616,0.88
2026-01-06 15:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5109.173,0.22,53.328,322.039,6.787,0.88
2026-01-06 16:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5009.172,0.22,57.403,342.03,6.903,0.88
2026-01-06 16:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,4879.328,0.22,61.719,357.869,6.076,0.88
2026-01-06 16:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4986.512,0.22,76.598,375.022,7.938,0.88
2026-01-06 16:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,4799.25,0.22,68.311,379.586,6.707,0.88
2026-01-06 17:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4895.502,0.22,78.443,425.829,7.734,0.88
2026-01-06 17:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5058.831,0.22,74.877,419.266,6.612,0.88
2026-01-06 17:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5144.895,0.22,85.451,409.689,6.538,0.88
2026-01-06 17:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5072.546,0.22,86.269,434.859,8.38,0.88
2026-01-06 18:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5174.411,0.22,86.814,439.89,7.764,0.88
2026-01-06 18:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5212.126,0.22,87.751,462.285,7.092,0.88
2026-01-06 18:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5178.088,0.22,85.404,460.692,8.998,0.88
2026-01-06 18:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5172.886,0.22,89.541,455.355,10.219,0.88
2026-01-06 19:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5204.909,0.22,85.304,482.706,9.802,0.88
2026-01-06 19:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5350.168,0.22,81.249,461.622,8.724,0.88
2026-01-06 19:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5398.788,0.22,79.767,459.203,8.963,0.88
2026-01-06 19:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5383.196,0.22,84.048,433.941,9.611,0.88
2026-01-06 20:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5225.385,0.22,87.964,427.118,9.785,0.88
2026-01-06 20:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5289.589,0.22,80.453,433.125,8.749,0.88
2026-01-06 20:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5472.785,0.22,77.444,428.132,8.981,0.88
2026-01-06 20:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5610.84,0.22,77.166,397.146,9.114,0.88
2026-01-06 21:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5438.462,0.22,79.403,410.797,9.217,0.88
2026-01-06 21:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5372.525,0.22,73.307,406.985,8.641,0.88
2026-01-06 21:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5442.35,0.22,69.166,398.519,8.535,0.88
2026-01-06 21:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,5227.335,0.22,73.767,386.128,9.45,0.88
2026-01-06 22:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3973.045,0.22,69.751,384.749,9.177,0.38
2026-01-06 22:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3825.459,0.22,73.041,384.992,8.492,0.38
2026-01-06 22:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3676.13,0.22,66.655,384.637,9.17,0.38
2026-01-06 22:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3754.202,0.22,60.201,387.748,7.489,0.38
2026-01-06 23:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3651.571,0.22,58.941,390.866,8.672,0.38
2026-01-06 23:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3880.217,0.22,70.454,372.176,7.676,0.38
2026-01-06 23:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3616.995,0.22,70.286,368.398,9.334,0.38
2026-01-06 23:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3713.392,0.22,62.301,377.581,5.943,0.38
2026-01-07 00:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3734.867,0.22,60.682,376.535,6.017,0.38
2026-01-07 00:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3526.595,0.22,67.997,363.429,6.505,0.38
2026-01-07 00:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3625.96,0.22,57.667,377.566,6.191,0.38
2026-01-07 00:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3592.463,0.22,58.469,379.286,6.972,0.38
2026-01-07 01:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3388.538,0.22,64.585,382.49,4.826,0.38
2026-01-07 01:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3581.033,0.22,60.412,387.798,5.609,0.38
2026-01-07 01:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3530.913,0.22,61.966,355.54,5.466,0.38
2026-01-07 01:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3557.251,0.22,61.349,365.593,4.82,0.38
2026-01-07 02:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3573.63,0.22,63.395,365.062,3.327,0.38
2026-01-07 02:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3567.062,0.22,67.745,363.262,4.658,0.38
2026-01-07 02:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3716.582,0.22,62.582,356.173,4.208,0.38
2026-01-07 02:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3419.592,0.22,64.939,345.676,3.444,0.38
2026-01-07 03:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3550.448,0.22,54.349,364.167,2.849,0.38
2026-01-07 03:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3700.046,0.22,62.588,353.401,2.551,0.38
2026-01-07 03:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3706.416,0.22,59.695,363.234,2.031,0.38
2026-01-07 03:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3719.698,0.22,58.532,352.269,2.237,0.38
2026-01-07 04:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,4053.292,0.22,60.289,348.214,1.522,0.38
2026-01-07 04:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3828.352,0.22,62.914,363.849,0.628,0.38
2026-01-07 04:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,3932.313,0.22,68.416,362.493,0.222,0.38
2026-01-07 04:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3779.736,0.22,59.998,367.295,0.177,0.38
2026-01-07 05:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,3712.09,0.22,66.019,386.253,0.62,0.38
2026-01-07 05:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,3838.729,0.22,64.586,363.047,0.222,0.38
2026-01-07 05:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,4000.565,0.22,65.86,365.256,0.184,0.38
2026-01-07 05:45:00,DE-CENTRAL,Central Plant,Paint & Utilities,3990.41,0.22,71.838,346.238,0.193,0.38
2026-01-07 06:00:00,DE-CENTRAL,Central Plant,Paint & Utilities,5869.991,0.22,70.629,343.478,-0.769,0.98
2026-01-07 06:15:00,DE-CENTRAL,Central Plant,Paint & Utilities,5797.251,0.22,72.555,366.24,0.542,0.98
2026-01-07 06:30:00,DE-CENTRAL,Central Plant,Paint & Utilities,5842.614,0.22,65.285,324.559,-0.807,0.98
